	claim	lable	link
8355	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8356	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8357	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8358	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8359		false	https://www.snopes.com/fact-check/motorcycle-curfew-in-11-states/
8360		false	https://www.snopes.com/fact-check/cruz-castro-fake-photo/
8361		false	https://www.snopes.com/fact-check/fetuses-found-in-chinese-restaurant-freezers/
8362		false	https://www.snopes.com/fact-check/brady-campaign-fake-ad/
8363		false	https://www.snopes.com/fact-check/celebrity-moving-small-towns/
8364		True	https://www.snopes.com/fact-check/marine-axed-trump-rally/
8365		false	https://www.snopes.com/fact-check/false-baby-dragon-photo/
8366		false	https://www.snopes.com/fact-check/make-germany-great-again/
8367		false	https://www.snopes.com/fact-check/o-j-simpson-case-knife-claim/
8368	You can tell the size of a man's penis by looking at his hands.	false	https://www.snopes.com/fact-check/hand-size-trump-debate/
8369		True	https://www.snopes.com/fact-check/sanders-civil-rights-photos/
8370		false	https://www.snopes.com/fact-check/dubai-water-slide-photo/
8371	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8372	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8373	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8374	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8375	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8376	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8377	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8378	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8379	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8380	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8381		false	https://www.snopes.com/fact-check/copperhead-snake-angler-warning/
8382		false	https://www.snopes.com/fact-check/clinton-campaign-laws-massachusetts/
8383		false	https://www.snopes.com/fact-check/trampoline-bridge-paris-photos/
8384		false	https://www.snopes.com/fact-check/cameron-diaz-maya-angelou/
8385	Criminals have devised a new cell phone-like gun to fool police officers.	false	https://www.snopes.com/fact-check/cell-phone-pistol-alert/
8386		True	https://www.snopes.com/fact-check/cuban-on-trump/
8387		false	https://www.snopes.com/fact-check/bristol-palin-black-people/
8388		false	https://www.snopes.com/fact-check/coca-cola-kkk-trump/
8389		false	https://www.snopes.com/fact-check/temptations-cat-treats-facebook-warning/
8390		false	https://www.snopes.com/fact-check/emoji-charges-cell-phone/
8391		false	https://www.snopes.com/fact-check/trump-donahue-atheist-1989/
8392		false	https://www.snopes.com/fact-check/never-throw-boarding-pass/
8393	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8394	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8395	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8396	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8397	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8398	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8399	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8400	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8401	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8402	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8403	A photograph shows Hillary Clinton with former Ku Klux Klan member Robert Byrd.	True	https://www.snopes.com/fact-check/clinton-byrd-photo-klan/
8404		false	https://www.snopes.com/fact-check/trump-tower-air/
8405	Leonardo DiCaprio is moving to Woodstock, Illinois.	false	https://www.snopes.com/fact-check/leonardo-dicaprio-woodstock-illinois/
8406		false	https://www.snopes.com/fact-check/false-new-york-heroin/
8407		false	https://www.snopes.com/fact-check/first-they-ignore-you/
8408		false	https://www.snopes.com/fact-check/carbon-monoxide-spike-earthquake/
8409		false	https://www.snopes.com/fact-check/trump-rename-new-mexico/
8410		false	https://www.snopes.com/fact-check/rob-zombie-academy-awards/
8411		false	https://www.snopes.com/fact-check/donald-trump-new-yorker/
8412	Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.	false	https://www.snopes.com/fact-check/steph-curry-nike-bible/
8413	Hillary Clinton said children should be raised and trained by the state, and parents should have only a secondary role.	false	https://www.snopes.com/fact-check/clinton-takes-village-quote/
8414		false	https://www.snopes.com/fact-check/bean-climber-video-chicago/
8415	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8416	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8417	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8418	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8419	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8420	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8421	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8422	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8423	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8424	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8425		True	https://www.snopes.com/fact-check/islamic-terror-mass-shootings/
8426		false	https://www.snopes.com/fact-check/hillary-clinton-goldman-sachs/
8427		false	https://www.snopes.com/fact-check/animal-testing-cosmetics-photo/
8428		false	https://www.snopes.com/fact-check/down-to-lunch-trafficking/
8429	Donald Trump said that he would revoke U.S. citizenship from all Puerto Ricans if elected president.	false	https://www.snopes.com/fact-check/donald-trump-puerto-ricans/
8430		false	https://www.snopes.com/fact-check/ted-cruz-mass-shootings/
8431		false	https://www.snopes.com/fact-check/worlds-cutest-rodent/
8432		false	https://www.snopes.com/fact-check/perry-ramsey-conspiracy-theory/
8433		false	https://www.snopes.com/fact-check/microwave-ear-of-corn-popcorn/
8434		True	https://www.snopes.com/fact-check/pile-bison-bones-photo/
8435	"Liselotte Hubner remarked in 1929 that the rise of Hitler, a ""blusterous man,"" had dumbfounded educated people."	false	https://www.snopes.com/fact-check/liselotte-hubner-donald-trump/
8436		false	https://www.snopes.com/fact-check/single-mother-birth-certificate/
8437	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8438	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8439	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8440	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8441	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8442	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8443	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8444	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8445	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8446	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8447		false	https://www.snopes.com/fact-check/fukushima-radiation-marine-photos/
8448		false	https://www.snopes.com/fact-check/amanda-in-longview-trafficking-claim/
8449		false	https://www.snopes.com/fact-check/trump-supporters-pro-slavery/
8450		false	https://www.snopes.com/fact-check/obama-non-citizens-vote/
8451		false	https://www.snopes.com/fact-check/donald-trump-kkk-supporters/
8452		false	https://www.snopes.com/fact-check/mrs-doubtfire-remake-hill/
8453		false	https://www.snopes.com/fact-check/nancy-reagan-hillary-clinton/
8454		false	https://www.snopes.com/fact-check/sandra-day-oconnor-quote/
8455		false	https://www.snopes.com/fact-check/high-diving-giraffe-video-false/
8456		false	https://www.snopes.com/fact-check/truth-carl-sagan-quote/
8457		false	https://www.snopes.com/fact-check/bacca-brides-on-tour/
8458		false	https://www.snopes.com/fact-check/are-there-worms-in-lipton-tea-bags/
8459	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8460	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8461	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8462	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8463	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8464	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8465	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8466	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8467	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8468	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8469	President Obama signed an executive order to replace Supreme Court Justice Antonin Scalia with Rashad Hussain.	false	https://www.snopes.com/fact-check/obama-executive-order-hussain/
8470		false	https://www.snopes.com/fact-check/kasich-women-and-kitchens/
8471		false	https://www.snopes.com/fact-check/donald-trump-iphone-tweet/
8472		false	https://www.snopes.com/fact-check/fennec-hare/
8473		false	https://www.snopes.com/fact-check/republican-party-hate-group/
8474		false	https://www.snopes.com/fact-check/marco-rubio-on-zika-and-abortion/
8475	California has passed a law allowing undocumented residents to vote.	false	https://www.snopes.com/fact-check/california-motor-voter-act/
8476		false	https://www.snopes.com/fact-check/daniel-lara-mugged-vans/
8477		false	https://www.snopes.com/fact-check/trump-tower-chicago-no/
8478		false	https://www.snopes.com/fact-check/sanders-english-only-huerta/
8479		True	https://www.snopes.com/fact-check/share-your-ears-disney/
8480		false	https://www.snopes.com/fact-check/obama-snubs-scalias-funeral/
8481	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8482	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8483	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8484	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8485	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8486	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8487	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8488	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8489	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8490	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8491	A Nazi submarine mysteriously surfaced in Lake Ontario.	false	https://www.snopes.com/fact-check/nazi-sub-found-in-great-lakes/
8492		false	https://www.snopes.com/fact-check/sharpie-anniversary-giveaway-scam/
8493		false	https://www.snopes.com/fact-check/papa-johns-ceo-quote/
8494		false	https://www.snopes.com/fact-check/80-percent-atlanta-gay/
8495		false	https://www.snopes.com/fact-check/ted-cruz-constitution-bible/
8496		false	https://www.snopes.com/fact-check/bill-maher-smokes-joint/
8497		false	https://www.snopes.com/fact-check/wine-makes-you-skinny/
8498		false	https://www.snopes.com/fact-check/cradle-of-clouds-photo/
8499	A woman set a Guinness World Record for having 14 kids with 14 different fathers.	false	https://www.snopes.com/fact-check/woman-record-14-kids/
8500		false	https://www.snopes.com/fact-check/wood-in-cheese/
8501		false	https://www.snopes.com/fact-check/israel-bans-heinz-ketchup/
8502		True	https://www.snopes.com/fact-check/apple-letter-san-bernardino/
8503	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8504	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8505	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8506	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8507	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8508	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8509	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8510	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8511	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8512	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8513		false	https://www.snopes.com/fact-check/article-iii-section-iv/
8514	Actor Ato Essandoh was killed during the filming of 'Django Unchained.'	false	https://www.snopes.com/fact-check/django-unchained-death-real/
8515		false	https://www.snopes.com/fact-check/bernie-sanders-forever-stamps/
8516		false	https://www.snopes.com/fact-check/donald-trump-bashes-jesus/
8517		false	https://www.snopes.com/fact-check/two-droplets/
8518		false	https://www.snopes.com/fact-check/zika-microcephaly-outbreak-pesticide/
8519		True	https://www.snopes.com/fact-check/big-ang-of-mob-wives-died/
8520	"A video shows a ""7D Hologram"" of a whale inside a school gymnasium."	false	https://www.snopes.com/fact-check/7d-hologram-whale-video/
8521		false	https://www.snopes.com/fact-check/mitch-mcconnell-supreme-court/
8522		false	https://www.snopes.com/fact-check/marine-attack-blm-claim/
8523		false	https://www.snopes.com/fact-check/student-loan-arrest/
8524		false	https://www.snopes.com/fact-check/putin-obama-idiot-socialist/
8525	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8526	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8527	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8528	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8529	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8530	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8531	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8532	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8533	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8534	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8535		false	https://www.snopes.com/fact-check/trump-taunts-bush-twitter/
8536		false	https://www.snopes.com/fact-check/photograph-rhino-saves-zebra/
8537		false	https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
8538		True	https://www.snopes.com/fact-check/photograph-clinton-bush-wallace/
8539		false	https://www.snopes.com/fact-check/food-stamp-hunger-tests/
8540		false	https://www.snopes.com/fact-check/maggots-bertolli-sauce/
8541		false	https://www.snopes.com/fact-check/kim-kardashian-dog-fur-coat/
8542		false	https://www.snopes.com/fact-check/8-mile-sequel-2016/
8543		false	https://www.snopes.com/fact-check/fruits-irrigated-fracking-wastewater/
8544		false	https://www.snopes.com/fact-check/cruz-beyonce-deport-tweet/
8545		false	https://www.snopes.com/fact-check/bernie-sanders-dodged-draft/
8546		false	https://www.snopes.com/fact-check/will-smith-buys-bet/
8547	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8548	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8549	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8550	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8551	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8552	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8553	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8554	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8555	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8556	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8557		false	https://www.snopes.com/fact-check/cruz-skeptical-scalia-death/
8558		false	https://www.snopes.com/fact-check/canada-banned-beyonce/
8559		false	https://www.snopes.com/fact-check/russia-exosuit-syria-photo/
8560		false	https://www.snopes.com/fact-check/mark-cuban-millennials-quote/
8561		false	https://www.snopes.com/fact-check/scalia-death-penalty-quote/
8562	"A book titled ""Do You Want to Play with My Balls?"" was published for children."	false	https://www.snopes.com/fact-check/balls-book-for-parents/
8563	Vice President Joe Biden said that 'no ordinary American cares about their constitutional rights.'	false	https://www.snopes.com/fact-check/joe-biden-constitutional-rights/
8564		false	https://www.snopes.com/fact-check/apples-blast-from-the-past/
8565		false	https://www.snopes.com/fact-check/solar-panels-drain-sun/
8566	Abraham Lincoln endured a steady stream of failure and defeat before becoming President of the United States.	false	https://www.snopes.com/fact-check/abraham-lincoln-didnt-quit/
8567		false	https://www.snopes.com/fact-check/smithsonian-mummy-sex-act/
8568		false	https://www.snopes.com/fact-check/gop-delayed-iran-prisoner-release-election/
8569	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8570	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8571	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8572	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8573	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8574	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8575	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8576	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8577	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8578	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8579		True	https://www.snopes.com/fact-check/blue-lives-matter-facebook/
8580		false	https://www.snopes.com/fact-check/coca-cola-lice-remedy/
8581		false	https://www.snopes.com/fact-check/elon-musk-illegal-immigrant/
8582		false	https://www.snopes.com/fact-check/satanic-dungeon-chuck-e-cheese/
8583		false	https://www.snopes.com/fact-check/can-unlock-car-door-tennis-ball/
8584		false	https://www.snopes.com/fact-check/megadeth-bernie-sanders/
8585	"Backers of Bernie Sanders have obtained Nazi SS ""lightning bolt"" tattoos to show support for the Democratic presidential candidate."	false	https://www.snopes.com/fact-check/bernie-sanders-ss-tattoo/
8586		false	https://www.snopes.com/fact-check/handicap-parking-brazil-prank-video/
8587		false	https://www.snopes.com/fact-check/mh370-pilot-mysteriously-resurfaces/
8588		True	https://www.snopes.com/fact-check/bernie-sanders-unpaid-interns/
8589		false	https://www.snopes.com/fact-check/epa-seeks-ban-racecar-conversions/
8590	A Texas man was forced to take his American flag down because its display threatened Muslims.	false	https://www.snopes.com/fact-check/remove-flag-muslims-offended/
8591	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
8592	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
8593	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
8594	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
8595	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8596	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
8597	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
8598	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
8599	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
8600	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
8601		false	https://www.snopes.com/fact-check/levis-logo/
8602		false	https://www.snopes.com/fact-check/captain-america-deemed-offensive/
8603	"The word ""guacamole"" literally translates as ""testicle sauce."""	false	https://www.snopes.com/fact-check/guacamole-means-testicle-sauce/
8604		false	https://www.snopes.com/fact-check/company-anniversary-free-product-scam/
8605	"A  video shows a ""weather reporter"" getting smacked in the face by a flying fish during a television segment."	false	https://www.snopes.com/fact-check/woman-versus-fish/
8606	The McDonald's fast food chain has implemented a policy barring their customers from buying food for homeless people.	false	https://www.snopes.com/fact-check/mcdonalds-homeless-policy/
8607		false	https://www.snopes.com/fact-check/lancashire-muslim-prayer-room-riot/
8608	A photograph shows a pilot taking a selfie over a football stadium.	false	https://www.snopes.com/fact-check/jet-flyover-selfie/
8609	The state of Michigan has passed a law banning oral and anal sex.	false	https://www.snopes.com/fact-check/michigan-senate-crime-against-nature/
